år,navn,platform,Platform/OS version,udvikler,udgiver,Spilllets url,Udviklers URL,omtale URL,Anmeldelse URL,Screenshot,Video,Metascore,Genre,Noter,Cover,i beholdning,unikke titler,Fysisk medie,Online,Mobil(portal),Konsolportal + steam,Sorteringsår,Har på lokal maskine (server),I Netarkivet,Netarkivet URL - til spil eller landing page,Netarkivering - noter,Har Rex-post,Itunes Info,Games Preingest - Placering (OBS: inkomplet registrering),Alternative titler,Kolonne1,Kolonne2,Kolonne3,Kolonne4,Kolonne5,Kolonne6,Kolonne7,Kolonne8,Kolonne9,Kolonne10,Kolonne11,Kolonne12,Kolonne13,Kolonne14,Kolonne15,Kolonne16,Kolonne17,Kolonne18,Kolonne19,Kolonne20,Kolonne21,Kolonne22,Kolonne23,Kolonne24,Kolonne25,Kolonne26,Kolonne27,Kolonne28,Kolonne29,Kolonne30,Kolonne31,Kolonne32,Kolonne33,Kolonne34,Kolonne35,Kolonne36,Kolonne37,Kolonne38,Kolonne39,Kolonne40,Kolonne41,Kolonne42,Kolonne43,Kolonne44,Kolonne45,Kolonne46,Kolonne47,Kolonne48,Kolonne49,Kolonne50,Kolonne51,Kolonne52,Kolonne53,Kolonne54,Kolonne55,Kolonne56,Kolonne57,Kolonne58,Kolonne59,Kolonne60,Kolonne61,Kolonne62,Kolonne63,Kolonne64,Kolonne65,Kolonne66,Kolonne67,Kolonne68,Kolonne69,Kolonne70,Kolonne71,Kolonne72,Kolonne73,Kolonne74,Kolonne75,Kolonne76,Kolonne77,Kolonne78,Kolonne79,Kolonne80,Kolonne81,Kolonne82,Kolonne83,Kolonne84,Kolonne85,Kolonne86,Kolonne87,Kolonne88,Kolonne89,Kolonne90,Kolonne91,Kolonne92,Kolonne93,Kolonne94,Kolonne95,Kolonne96,Kolonne97,Kolonne98,Kolonne99,Kolonne100,Kolonne101,Kolonne102,Kolonne103,Kolonne104,Kolonne105,Kolonne106,Kolonne107,Kolonne108,Kolonne109,Kolonne110,Kolonne111,Kolonne112,Kolonne113,Kolonne114,Kolonne115,Kolonne116,Kolonne117,Kolonne118,Kolonne119,Kolonne120,Kolonne121,Kolonne122,Kolonne123,Kolonne124,Kolonne125,Kolonne126,Kolonne127,Kolonne128,Kolonne129,Kolonne130,Kolonne131,Kolonne132,Kolonne133,Kolonne134,Kolonne135,Kolonne136,Kolonne137,Kolonne138,Kolonne139,Kolonne140,Kolonne141,Kolonne142,Kolonne143,Kolonne144,Kolonne145,Kolonne146,Kolonne147,Kolonne148,Kolonne149,Kolonne150,Kolonne151,Kolonne152,Kolonne153,Kolonne154,Kolonne155,Kolonne156,Kolonne157,Kolonne158,Kolonne159,Kolonne160,Kolonne161,Kolonne162,Kolonne163,Kolonne164,Kolonne165,Kolonne166,Kolonne167,Kolonne168,Kolonne169,Kolonne170,Kolonne171,Kolonne172,Kolonne173,Kolonne174,Kolonne175,Kolonne176,Kolonne177,Kolonne178,Kolonne179,Kolonne180,Kolonne181,Kolonne182,Kolonne183,Kolonne184,Kolonne185,Kolonne186,Kolonne187,Kolonne188,Kolonne189,Kolonne190,Kolonne191,Kolonne192,Kolonne193,Kolonne194,Kolonne195,Kolonne196,Kolonne197,Kolonne198,Kolonne199,Kolonne200,Kolonne201,Kolonne202,Kolonne203,Kolonne204,Kolonne205,Kolonne206,Kolonne207,Kolonne208,Kolonne209,Kolonne210,Kolonne211,Kolonne212,Kolonne213,Kolonne214,Kolonne215,Kolonne216,Kolonne217,Kolonne218,Kolonne219,Kolonne220,Kolonne221,Kolonne222,Kolonne223,Kolonne224,Kolonne225
2012,Chase of the Valkyries,PC (Web + Download),,"Alex P. Hauge, Jon Ravn-Grove, Bjarne Kock, Jens Laursen, Christian Skriver Kragegaard, Danny Tamsen, Simon Engelbrecht",INDIE9000,http://indiejam.dk/wp-content/uploads/2012/11/CotV.zip OG http://indiejam.dk/wp-content/uploads/2012/11/CotV_Web.zip,http://indiejam.dk/jagten-pa-valkyrerne/,,,,,,,,,2,1,0,1,0,0,2012/11/17,0,2,http://indiejam.dk/wp-content/uploads/2012/11/CotV_Web.zip OG http://indiejam.dk/wp-content/uploads/2012/11/CotV.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Ham Valkyrie,PC/Mac (Download),,"Jeff J., Martin P., Mr Thenoronha(?)",INDIE9000,http://indiejam.dk/wp-content/uploads/2012/11/HamValkyrieWindows.zip OG http://indiejam.dk/wp-content/uploads/2012/11/HamValkyrieMac.zip,http://indiejam.dk/ham-valkyrie/,,,,,,,,,2,1,0,1,0,0,2012/11/17,0,2,http://indiejam.dk/wp-content/uploads/2012/11/HamValkyrieWindows.zip OG http://indiejam.dk/wp-content/uploads/2012/11/HamValkyrieMac.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Lazer Vakyriez,PC Download (XNA Framework),,"Mads Dancker-Jensen, Rasmus Jensen, Jan Jensen",INDIE9000,http://indiejam.dk/wp-content/uploads/2012/11/LazerValkyriez.zip,http://indiejam.dk/lazer-valkyriez/,,,,,,,,,1,1,0,1,0,0,2012/11/17,0,1,http://indiejam.dk/wp-content/uploads/2012/11/LazerValkyriez.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Ham Valkyrie,Web (html5),,"Jeff J., Martin P., Mr Thenoronha(?)",INDIE9000,http://indiejam.dk/wp-content/uploads/2012/11/HamValkyrieHTML5.zip,http://indiejam.dk/ham-valkyrie/,,,,,,,,,1,0,0,1,0,0,2012/11/17,0,1,http://indiejam.dk/wp-content/uploads/2012/11/HamValkyrieHTML5.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Attack of the Zombie Vikings,Web (Unity),,Team Zombie Vikings,INDIE9000,http://gustavdahl.net/games/Unity_games/AttackOfZombieVikings/Web.unity3d,http://indiejam.dk/attack-of-the-zombie-vikings/,,,,,,,,,1,1,0,1,0,0,2012/11/17,0,1,http://gustavdahl.net/games/Unity_games/AttackOfZombieVikings/Web.unity3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,The Barrel,Windows (Download),,"Paw Møller, Kim Kaurin,",INDIE9000,http://indiejam.dk/wp-content/uploads/2012/11/TheBarrel.zip,http://indiejam.dk/the-barrel/,,,,,,,,,1,1,0,1,0,0,2012/11/17,0,1,http://indiejam.dk/wp-content/uploads/2012/11/TheBarrel.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,One Way To Valhalla,Windows (Download),,"Martin Baadsgaard, Kenneth E. Jensen, Thomas Marinussen, Asger Møller, Kenni Hornstrup, Nikolai Brobak",INDIE9000,http://indiejam.dk/wp-content/uploads/2012/11/One-Way-To-Valhalla-1.0.rar,http://indiejam.dk/one-way-to-valhalla/,,,,,,,,,1,1,0,1,0,0,2012/11/17,0,1,http://indiejam.dk/wp-content/uploads/2012/11/One-Way-To-Valhalla-1.0.rar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Garden Gnomes stole my stuff: RoundUP edition!,Windows (Download),,"Peter, Michael, Sofie, Mikkel",INDIE9000,http://indiejam.dk/wp-content/uploads/2012/11/Garden-gnomes-stole-my-stuff.zip,http://indiejam.dk/garden-gnomes-stole-my-stuff-roundup-edition/,,,,http://indiejam.dk/wp-content/uploads/2012/11/Final-fantafilm-XIII.wmv,,,,,1,1,0,1,0,0,2012/11/17,0,1,http://indiejam.dk/wp-content/uploads/2012/11/Final-fantafilm-XIII.wmv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Akward High Five Simulator,?,,"Brian Nielsen, Emil Kjæhr",INDIE9000,Blev det færdigt?!,http://indiejam.dk/akward-high-five-simulator/,,,,,,,,,0,1,0,1,0,0,2012/11/17,0,0,Ingen download-URL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Go Go Princess Punishment Edition,Web (html5 & JavaScript),,?,INDIE9000,http://130.225.3.80/~tlk/Indie/Go%20Go%20Princess%20-%20Punishment%20Edition/trunk/Release/,http://indiejam.dk/go-go-princess/,,,,,,,,,0,1,0,1,0,0,2012/11/17,0,0,http://130.225.3.80/~tlk/Indie/Go%20Go%20Princess%20-%20Punishment%20Edition/trunk/Release/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,00Poisend,Win/Mac Download (Unity),,"Frederik Nygaard, Jacob J. Larsen, Igor Noronha, Marc Pilgaard, Nickolai Nygaard, Niklas A. Rasmussen",INDIE9000,http://indiejam.dk/wp-content/uploads/2012/11/00Poisend.zip,http://indiejam.dk/00poisend/,,,,,,,,,0,1,0,1,0,0,2012/11/17,0,0,http://indiejam.dk/wp-content/uploads/2012/11/00Poisend.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Somewhat Impressive Vikings,Windows (Download),,?,INDIE9000,http://indiejam.dk/wp-content/uploads/2012/11/SomewhatImpressiveVikings.rar,http://indiejam.dk/english-somewhat-impressive-vikings/,,,,,,,,,0,1,0,1,0,0,2012/11/17,0,0,http://indiejam.dk/wp-content/uploads/2012/11/SomewhatImpressiveVikings.rar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Ragnarok 2015,PC (+ 2 Xbox 360 controllers),,"Philip Ullersted, Martin Bach Nielsen, Dion Christensen, Kenneth Sjersgaard-Jacobsen, Jeppe Thaarup, Isak Salomon Køster, Dani Felix montoya Laynes, Kristine Kjærsgaard Hansen, Bjørn Højlund Sørensen,",INDIE9000,http://indiejam.dk/wp-content/uploads/2012/11/Ragnarok-2015.rar,http://indiejam.dk/ragnarok-2015-3/,,,,,,,,,1,1,0,1,0,0,2012/11/18,0,1,http://indiejam.dk/wp-content/uploads/2012/11/Ragnarok-2015.rar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Hitman: Absolution,PS3,,IO Interactive,Square Enix,www.hitman.com,ioi.dk,http://kotaku.com/#!5671610/voice-actor-confirms-hitman-5,,,http://www.youtube.com/watch?v=7AGN5DJ7MV4,,,,,1,1,1,0,0,0,2012/11/20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Hitman: Absolution,Win,,IO Interactive,Square Enix,www.hitman.com,ioi.dk,http://kotaku.com/#!5671610/voice-actor-confirms-hitman-5,,,http://www.youtube.com/watch?v=7AGN5DJ7MV4,,,,,1,0,1,0,0,0,2012/11/20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Hitman: Absolution,Xbox360,,IO Interactive,Square Enix,www.hitman.com,ioi.dk,http://kotaku.com/#!5671610/voice-actor-confirms-hitman-5,,,http://www.youtube.com/watch?v=7AGN5DJ7MV4,,,,,1,0,1,0,0,0,2012/11/20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Letters ABC,Android 2.2+,,Level Rewind Games,Level Rewind Games,https://play.google.com/store/apps/details?id=air.com.levelrewind.lettersabc&rdid=air.com.levelrewind.lettersabc,levelrewind.com,,,,,,læringsspil,1.0 hentet den 19/12/2016,,1,1,0,0,1,0,2012/11/22,1,0,https://play.google.com/store/apps/details?id=air.com.levelrewind.lettersabc&rdid=air.com.levelrewind.lettersabc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Puslespil: Dyrene fra zoo HD,Android,,thasmobi (Tommy Hass),,https://play.google.com/store/apps/details?id=com.thasmobi.physicspuzzle01,,,,,,,,,,1,0,0,0,1,0,2012/11/25,,0,https://play.google.com/store/apps/details?id=com.thasmobi.physicspuzzle01,,,,,"Farm animals for toddlers HD, Puzzle: Farm animals for toddlers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,LEGO Build your brain,iOS 4.2+,,Cape CPH(?),LEGO,https://itunes.apple.com/dk/app/lego-build-your-brain/id545940704?mt=8,,,,,,,MÅSKE IKKE HENTET - DUKKER IKKE OP PÅ DEVICE,1.0.2 hentet den 16/12/13. Kræver fysiske LEGO klodser,,1,0,0,0,1,0,2012/11/29,1,0,https://itunes.apple.com/dk/app/lego-build-your-brain/id545940704?mt=8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Horizon,Web (Unity),,DADIU,DADIU,horizon.dadiugames.dk,http://english.dadiu.dk/games/games2012/horizon,,,,,,,,,1,1,0,1,0,0,2012/12/01,0,1,horizon.dadiugames.dk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Trail of Regrets,Web (Unity),,DADIU,DADIU,trailofregret.dadiugames.dk,http://english.dadiu.dk/games/games2012/trail-of-regrets,,,,,,,,,1,1,0,1,0,0,2012/12/01,0,1,trailofregret.dadiugames.dk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,H O T A H,Web (Unity),,DADIU,DADIU,hotah.dadiugames.dk,http://english.dadiu.dk/games/games2012/h-o-t-a-h,,,,,,,,,1,1,0,1,0,0,2012/12/01,0,1,hotah.dadiugames.dk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Cantrip,Web (Unity),,DADIU,DADIU,cantrip.dadiugames.dk,http://english.dadiu.dk/games/games2012/cantrip,,,,,,,,,1,1,0,1,0,0,2012/12/01,0,1,cantrip.dadiugames.dk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Ion,Web (Unity),,DADIU,DADIU,ion.dadiugames.dk,http://english.dadiu.dk/games/games2012/ion,,,,,,,,,1,1,0,1,0,0,2012/12/01,0,1,ion.dadiugames.dk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Little Barker,Web (Unity),,DADIU,DADIU,littlebarker.dadiugames.dk,http://english.dadiu.dk/games/games2012/little-barker,,,,,,,,,1,1,0,1,0,0,2012/12/01,0,1,littlebarker.dadiugames.dk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Underwater Firefly,Windows (Download),,"Holger Borum, Philip Størfeldt, Nanna Juul Larsen, Asger Emil Aagaard Nielsen, William Wagner, Emil Duus Flyger","Holger Borum, Philip Størfeldt, Nanna Juul Larsen, Asger Emil Aagaard Nielsen, William Wagner, Emil Duus Flyger",http://blaavogn.dk/firefly.php,,,,,,,,student project at Vallekilde Højskole,,1,1,0,1,0,0,2012/12/01,0,1,http://blaavogn.dk/games/Underwater_firefly.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Crazy Lemmings,Windows (Unity),,"Alexander Nikulin, Andrea Distler, Jan Flessel, Morten Schnack, Stefan Henke, Peter Ølsted",,http://entropymonkey.com/crazy-lemmings/,https://github.com/JungleJinn/Staying-Alive,http://www.peterolsted.com/crazy.html,,,https://vimeo.com/193053502,,,,,1,1,0,0,0,0,2012/12/01,,0,http://entropymonkey.com/crazy-lemmings/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,The Silent Age,iOS 4.0+,,House on Fire ApS,House on Fire ApS,https://itunes.apple.com/dk/app/id580991034,houseonfire.dk,,,,,,,Hentet version 1.3 den 7/11/13,,1,1,0,0,1,0,2012/12/06,1,0,https://itunes.apple.com/dk/app/id580991034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Smashville,iOS,,Funday Factory,Funday Factory,https://itunes.apple.com/app/smashville/id560987675,fundayfactory.com,,http://www.eurogamer.dk/articles/2012-12-18-ugens-app-smashville,,,,,Version 1.0.1 - 12/12/12,,1,1,0,0,1,0,2012/12/12,1,0,https://itunes.apple.com/app/smashville/id560987675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Sheep Mania,Mobil (J2ME / Morphun),,Progressive Media,Progressive Media,http://www.progressivemedia.dk/Products/SheepMania/SheepMania.htm,progressivemedia.dk,,,,,,,,,0,1,0,0,1,0,2012/12/13,,1,http://www.progressivemedia.dk/Products/SheepMania/SheepMania.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
